,TF,Humidity,Windspeed,weather,Date,hour,cnt
7399,42F,96%,14mph,Light Drizzle,2017-11-07,23,60
7400,42F,92%,13mph,Cloudy,2017-11-08,0,18
7401,42F,89%,10mph,Cloudy,2017-11-08,1,17
7402,42F,89%,15mph,Cloudy,2017-11-08,2,10
7403,42F,89%,13mph,Cloudy,2017-11-08,3,5
7404,42F,85%,13mph,Cloudy,2017-11-08,4,11
7405,42F,85%,15mph,Cloudy,2017-11-08,5,92
7406,42F,85%,10mph,Cloudy,2017-11-08,6,388
7407,43F,82%,9mph,Cloudy,2017-11-08,7,793
7408,43F,80%,14mph,Cloudy,2017-11-08,8,1065
7409,45F,76%,12mph,Cloudy,2017-11-08,9,476
7410,45F,76%,12mph,Cloudy,2017-11-08,10,236
7411,46F,79%,8mph,Cloudy,2017-11-08,11,278
7412,48F,74%,10mph,Cloudy,2017-11-08,12,371
7413,49F,74%,9mph,Cloudy,2017-11-08,13,374
7414,49F,74%,7mph,Cloudy,2017-11-08,14,337
7415,49F,74%,10mph,Cloudy,2017-11-08,15,419
7416,49F,74%,12mph,Cloudy,2017-11-08,16,728
7417,49F,74%,12mph,Cloudy,2017-11-08,17,1178
7418,48F,77%,8mph,Cloudy,2017-11-08,18,970
7419,48F,74%,10mph,Cloudy,2017-11-08,19,567
7420,47F,74%,10mph,Cloudy,2017-11-08,20,348
7421,47F,74%,9mph,Cloudy,2017-11-08,21,282
7422,47F,74%,6mph,Cloudy,2017-11-08,22,199
7423,46F,76%,10mph,Cloudy,2017-11-08,23,92
7424,45F,80%,7mph,Mostly Cloudy,2017-11-09,0,45
7425,45F,80%,8mph,Mostly Cloudy,2017-11-09,1,12
7426,45F,82%,7mph,Cloudy,2017-11-09,2,15
7427,46F,79%,7mph,Cloudy,2017-11-09,3,8
7428,46F,83%,7mph,Light Rain,2017-11-09,4,15
7429,46F,83%,7mph,Cloudy,2017-11-09,5,77
7430,46F,86%,8mph,Light Rain,2017-11-09,6,275
7431,47F,83%,8mph,Cloudy,2017-11-09,7,752
7432,47F,86%,8mph,Cloudy,2017-11-09,8,1187
7433,49F,83%,6mph,Cloudy,2017-11-09,9,537
7434,50F,86%,7mph,Cloudy,2017-11-09,10,246
7435,51F,86%,0mph,Cloudy,2017-11-09,11,310
7436,54F,77%,0mph,Cloudy,2017-11-09,12,415
7437,57F,72%,0mph,Cloudy,2017-11-09,13,455
7438,56F,77%,5mph,Cloudy,2017-11-09,14,436
7439,56F,77%,3mph,Cloudy,2017-11-09,15,554
7440,56F,75%,5mph,Cloudy,2017-11-09,16,849
7441,55F,80%,7mph,Cloudy,2017-11-09,17,1149
7442,53F,86%,6mph,Cloudy,2017-11-09,18,926
7443,52F,89%,6mph,Cloudy,2017-11-09,19,527
7444,51F,96%,5mph,Light Rain,2017-11-09,20,220
7445,52F,93%,0mph,Cloudy,2017-11-09,21,267
7446,50F,96%,0mph,Partly Cloudy,2017-11-09,22,197
7447,49F,100%,6mph,Cloudy,2017-11-09,23,127
7448,49F,97%,5mph,Cloudy,2017-11-10,0,76
7449,47F,97%,5mph,Mostly Cloudy,2017-11-10,1,32
7450,46F,100%,6mph,Fair,2017-11-10,2,18
7451,45F,97%,7mph,Fair,2017-11-10,3,15
7452,49F,66%,8mph,Mostly Cloudy,2017-11-10,4,19
7453,47F,74%,12mph,Mostly Cloudy,2017-11-10,5,35
7454,46F,63%,17mph,Partly Cloudy,2017-11-10,6,151
7455,44F,55%,22mph,Partly Cloudy / Windy,2017-11-10,7,339
7456,44F,47%,21mph,Partly Cloudy / Windy,2017-11-10,8,653
7457,45F,48%,17mph,Mostly Cloudy,2017-11-10,9,406
7458,45F,44%,18mph,Mostly Cloudy,2017-11-10,10,328
7459,42F,43%,12mph,Mostly Cloudy,2017-11-10,11,463
7460,43F,43%,18mph,Partly Cloudy,2017-11-10,12,423
7461,42F,40%,20mph,Fair,2017-11-10,13,463
7462,42F,37%,20mph,Fair,2017-11-10,14,473
7463,41F,35%,23mph,Fair / Windy,2017-11-10,15,450
7464,39F,36%,17mph,Partly Cloudy,2017-11-10,16,539
7465,38F,38%,14mph,Partly Cloudy,2017-11-10,17,645
7466,37F,39%,17mph,Fair,2017-11-10,18,441
7467,36F,39%,20mph,Fair,2017-11-10,19,271
7468,35F,40%,10mph,Fair,2017-11-10,20,177
7469,34F,38%,15mph,Fair,2017-11-10,21,139
7470,33F,42%,16mph,Fair,2017-11-10,22,111
7471,32F,44%,16mph,Fair,2017-11-10,23,88
7472,31F,46%,15mph,Fair,2017-11-11,0,50
7473,30F,43%,18mph,Fair,2017-11-11,1,46
7474,29F,40%,13mph,Partly Cloudy,2017-11-11,2,30
7475,28F,45%,14mph,Fair,2017-11-11,3,10
7476,27F,47%,16mph,Cloudy,2017-11-11,4,13
7477,26F,47%,13mph,Cloudy,2017-11-11,5,9
7478,26F,49%,9mph,Cloudy,2017-11-11,6,31
7479,28F,43%,10mph,Mostly Cloudy,2017-11-11,7,92
7480,30F,41%,9mph,Mostly Cloudy,2017-11-11,8,141
7481,32F,40%,3mph,Partly Cloudy,2017-11-11,9,284
7482,34F,37%,0mph,Mostly Cloudy,2017-11-11,10,357
7483,35F,37%,5mph,Mostly Cloudy,2017-11-11,11,466
7484,38F,33%,5mph,Fair,2017-11-11,12,524
7485,38F,33%,3mph,Cloudy,2017-11-11,13,589
7486,38F,35%,3mph,Cloudy,2017-11-11,14,604
7487,38F,36%,3mph,Cloudy,2017-11-11,15,512
7488,37F,39%,7mph,Cloudy,2017-11-11,16,448
7489,36F,34%,5mph,Cloudy,2017-11-11,17,354
7490,36F,39%,6mph,Cloudy,2017-11-11,18,239
7491,36F,43%,7mph,Cloudy,2017-11-11,19,225
7492,35F,50%,6mph,Cloudy,2017-11-11,20,141
7493,35F,52%,3mph,Mostly Cloudy,2017-11-11,21,132
7494,34F,59%,0mph,Cloudy,2017-11-11,22,106
7495,33F,66%,0mph,Cloudy,2017-11-11,23,91
7496,32F,69%,3mph,Cloudy,2017-11-12,0,82
7497,32F,75%,3mph,Cloudy,2017-11-12,1,59
7498,33F,64%,3mph,Cloudy,2017-11-12,2,37
7499,34F,67%,0mph,Cloudy,2017-11-12,3,17
7500,34F,73%,0mph,Cloudy,2017-11-12,4,13
7501,34F,75%,3mph,Cloudy,2017-11-12,5,4
7502,35F,76%,0mph,Cloudy,2017-11-12,6,35
7503,37F,76%,0mph,Cloudy,2017-11-12,7,74
7504,38F,76%,5mph,Mostly Cloudy,2017-11-12,8,140
7505,40F,70%,3mph,Cloudy,2017-11-12,9,275
7506,42F,58%,7mph,Cloudy,2017-11-12,10,359
7507,44F,51%,7mph,Cloudy,2017-11-12,11,439
7508,44F,47%,3mph,Cloudy,2017-11-12,12,565
7509,46F,47%,3mph,Cloudy,2017-11-12,13,523
7510,46F,46%,0mph,Mostly Cloudy,2017-11-12,14,566
7511,47F,46%,0mph,Cloudy,2017-11-12,15,542
7512,47F,48%,0mph,Cloudy,2017-11-12,16,568
7513,47F,50%,0mph,Cloudy,2017-11-12,17,425
7514,45F,53%,8mph,Cloudy,2017-11-12,18,309
7515,44F,55%,0mph,Cloudy,2017-11-12,19,209
7516,44F,58%,3mph,Cloudy,2017-11-12,20,153
7517,44F,63%,3mph,Cloudy,2017-11-12,21,146
7518,45F,65%,0mph,Cloudy,2017-11-12,22,116
7519,43F,71%,7mph,Light Rain,2017-11-12,23,41
7520,41F,82%,6mph,Light Rain,2017-11-13,0,10
7521,41F,86%,3mph,Rain,2017-11-13,1,11
7522,41F,93%,3mph,Light Rain,2017-11-13,2,6
7523,41F,96%,5mph,Cloudy,2017-11-13,3,0
7524,42F,89%,5mph,Light Rain,2017-11-13,4,9
7525,42F,89%,7mph,Cloudy,2017-11-13,5,65
7526,42F,92%,7mph,Cloudy,2017-11-13,6,260
7527,42F,92%,6mph,Cloudy,2017-11-13,7,691
7528,43F,89%,6mph,Cloudy,2017-11-13,8,987
7529,45F,82%,6mph,Cloudy,2017-11-13,9,495
7530,46F,79%,9mph,Mostly Cloudy,2017-11-13,10,280
7531,48F,71%,6mph,Partly Cloudy,2017-11-13,11,323
7532,51F,66%,8mph,Partly Cloudy,2017-11-13,12,400
7533,53F,61%,7mph,Fair,2017-11-13,13,410
7534,53F,61%,9mph,Fair,2017-11-13,14,386
7535,51F,66%,10mph,Fair,2017-11-13,15,476
7536,50F,66%,10mph,Fair,2017-11-13,16,717
7537,49F,69%,12mph,Fair,2017-11-13,17,1186
7538,47F,74%,8mph,Fair,2017-11-13,18,921
7539,46F,76%,8mph,Fair,2017-11-13,19,574
7540,45F,80%,7mph,Fair,2017-11-13,20,358
7541,43F,82%,6mph,Fair,2017-11-13,21,274
7542,43F,82%,7mph,Fair,2017-11-13,22,166
7543,43F,82%,0mph,Fair,2017-11-13,23,55
7544,42F,89%,0mph,Cloudy,2017-11-14,0,26
7545,39F,93%,6mph,Cloudy,2017-11-14,1,12
7546,41F,86%,7mph,Cloudy,2017-11-14,2,8
7547,41F,89%,7mph,Mostly Cloudy,2017-11-14,3,9
7548,40F,89%,7mph,Mostly Cloudy,2017-11-14,4,19
7549,43F,80%,6mph,Cloudy,2017-11-14,5,82
7550,43F,82%,6mph,Cloudy,2017-11-14,6,335
7551,45F,76%,7mph,Cloudy,2017-11-14,7,771
7552,45F,74%,8mph,Cloudy,2017-11-14,8,1290
7553,47F,68%,7mph,Cloudy,2017-11-14,9,589
7554,49F,64%,7mph,Cloudy,2017-11-14,10,271
7555,50F,59%,7mph,Cloudy,2017-11-14,11,324
7556,51F,50%,14mph,Cloudy,2017-11-14,12,371
7557,50F,52%,8mph,Cloudy,2017-11-14,13,344
7558,50F,48%,13mph,Cloudy,2017-11-14,14,346
7559,49F,52%,12mph,Cloudy,2017-11-14,15,431
7560,48F,52%,14mph,Cloudy,2017-11-14,16,728
7561,47F,54%,14mph,Cloudy,2017-11-14,17,1152
7562,47F,52%,13mph,Cloudy,2017-11-14,18,927
7563,47F,52%,14mph,Cloudy,2017-11-14,19,524
7564,46F,54%,10mph,Cloudy,2017-11-14,20,376
7565,43F,62%,8mph,Partly Cloudy,2017-11-14,21,255
7566,44F,58%,7mph,Partly Cloudy,2017-11-14,22,203
7567,43F,60%,9mph,Partly Cloudy,2017-11-14,23,101
7568,39F,70%,7mph,Mostly Cloudy,2017-11-15,0,35
7569,39F,70%,6mph,Fair,2017-11-15,1,14
7570,38F,73%,5mph,Partly Cloudy,2017-11-15,2,10
7571,38F,76%,5mph,Fair,2017-11-15,3,4
7572,37F,76%,5mph,Fair,2017-11-15,4,16
7573,36F,79%,6mph,Fair,2017-11-15,5,99
7574,37F,79%,3mph,Fair,2017-11-15,6,324
7575,40F,77%,7mph,Fair,2017-11-15,7,835
7576,43F,74%,8mph,Fair,2017-11-15,8,1203
7577,45F,71%,6mph,Partly Cloudy,2017-11-15,9,547
7578,49F,64%,6mph,Partly Cloudy,2017-11-15,10,305
7579,51F,59%,5mph,Partly Cloudy,2017-11-15,11,314
7580,53F,55%,0mph,Mostly Cloudy,2017-11-15,12,377
7581,54F,55%,0mph,Mostly Cloudy,2017-11-15,13,399
7582,53F,57%,0mph,Cloudy,2017-11-15,14,376
7583,53F,64%,8mph,Cloudy,2017-11-15,15,463
7584,51F,71%,9mph,Cloudy,2017-11-15,16,714
7585,51F,71%,6mph,Cloudy,2017-11-15,17,1191
7586,51F,74%,6mph,Cloudy,2017-11-15,18,983
7587,50F,77%,3mph,Cloudy,2017-11-15,19,557
7588,50F,77%,6mph,Cloudy,2017-11-15,20,389
7589,50F,77%,7mph,Cloudy,2017-11-15,21,296
7590,50F,80%,5mph,Cloudy,2017-11-15,22,227
7591,50F,77%,7mph,Cloudy,2017-11-15,23,107
7592,49F,77%,3mph,Light Rain,2017-11-16,0,55
7593,49F,77%,6mph,Cloudy,2017-11-16,1,14
7594,48F,83%,7mph,Cloudy,2017-11-16,2,9
7595,48F,80%,10mph,Cloudy,2017-11-16,3,5
7596,48F,77%,7mph,Mostly Cloudy,2017-11-16,4,19
7597,45F,80%,7mph,Fair,2017-11-16,5,89
7598,44F,82%,7mph,Fair,2017-11-16,6,337
7599,46F,76%,6mph,Fair,2017-11-16,7,844
7600,49F,71%,6mph,Fair,2017-11-16,8,1234
7601,51F,71%,9mph,Partly Cloudy,2017-11-16,9,561
7602,51F,74%,10mph,Cloudy,2017-11-16,10,307
7603,56F,64%,13mph,Mostly Cloudy,2017-11-16,11,369
7604,62F,43%,15mph,Mostly Cloudy,2017-11-16,12,482
7605,64F,34%,13mph,Mostly Cloudy,2017-11-16,13,422
7606,62F,35%,17mph,Partly Cloudy,2017-11-16,14,446
7607,60F,38%,14mph,Fair,2017-11-16,15,560
7608,56F,39%,16mph,Fair,2017-11-16,16,763
7609,53F,43%,17mph,Fair,2017-11-16,17,1187
7610,49F,52%,20mph,Fair,2017-11-16,18,973
7611,48F,54%,20mph,Mostly Cloudy,2017-11-16,19,590
7612,48F,54%,20mph,Cloudy,2017-11-16,20,385
7613,47F,54%,14mph,Mostly Cloudy,2017-11-16,21,254
7614,47F,52%,9mph,Cloudy,2017-11-16,22,178
7615,47F,52%,9mph,Cloudy,2017-11-16,23,117
7616,46F,54%,9mph,Cloudy,2017-11-17,0,54
7617,46F,54%,12mph,Cloudy,2017-11-17,1,29
7618,45F,56%,10mph,Mostly Cloudy,2017-11-17,2,9
7619,45F,56%,9mph,Mostly Cloudy,2017-11-17,3,7
7620,44F,55%,9mph,Partly Cloudy,2017-11-17,4,16
7621,43F,58%,8mph,Fair,2017-11-17,5,87
7622,43F,58%,9mph,Fair,2017-11-17,6,278
7623,44F,58%,10mph,Fair,2017-11-17,7,684
7624,46F,54%,13mph,Fair,2017-11-17,8,1120
7625,48F,50%,16mph,Partly Cloudy,2017-11-17,9,554
7626,50F,44%,15mph,Partly Cloudy,2017-11-17,10,324
7627,51F,44%,12mph,Partly Cloudy,2017-11-17,11,402
7628,53F,38%,10mph,Fair,2017-11-17,12,522
7629,53F,38%,10mph,Partly Cloudy,2017-11-17,13,500
7630,52F,38%,9mph,Mostly Cloudy,2017-11-17,14,499
7631,51F,38%,10mph,Mostly Cloudy,2017-11-17,15,637
7632,50F,39%,7mph,Partly Cloudy,2017-11-17,16,786
7633,50F,41%,3mph,Partly Cloudy,2017-11-17,17,1075
7634,47F,61%,0mph,Fair,2017-11-17,18,746
7635,43F,74%,0mph,Partly Cloudy,2017-11-17,19,453
7636,44F,71%,3mph,Cloudy,2017-11-17,20,255
7637,42F,67%,3mph,Cloudy,2017-11-17,21,213
7638,40F,70%,6mph,Cloudy,2017-11-17,22,169
7639,41F,73%,5mph,Mostly Cloudy,2017-11-17,23,122
7640,40F,86%,5mph,Mostly Cloudy,2017-11-18,0,115
7641,39F,86%,7mph,Cloudy,2017-11-18,1,66
7642,39F,82%,5mph,Cloudy,2017-11-18,2,45
7643,39F,76%,7mph,Fair,2017-11-18,3,15
7644,39F,79%,9mph,Mostly Cloudy,2017-11-18,4,8
7645,40F,79%,12mph,Mostly Cloudy,2017-11-18,5,11
7646,41F,76%,13mph,Mostly Cloudy,2017-11-18,6,36
7647,44F,71%,14mph,Cloudy,2017-11-18,7,127
7648,47F,63%,17mph,Cloudy,2017-11-18,8,250
7649,50F,61%,14mph,Cloudy,2017-11-18,9,382
7650,53F,55%,20mph,Cloudy,2017-11-18,10,538
7651,55F,55%,13mph,Cloudy,2017-11-18,11,622
7652,60F,46%,20mph,Mostly Cloudy,2017-11-18,12,731
7653,59F,48%,18mph,Cloudy,2017-11-18,13,783
7654,58F,51%,17mph,Light Rain,2017-11-18,14,722
7655,54F,72%,10mph,Light Rain,2017-11-18,15,606
7656,54F,69%,10mph,Cloudy,2017-11-18,16,570
7657,55F,64%,12mph,Cloudy,2017-11-18,17,555
7658,57F,64%,15mph,Cloudy,2017-11-18,18,376
7659,57F,67%,13mph,Cloudy,2017-11-18,19,348
7660,61F,62%,15mph,Cloudy,2017-11-18,20,268
7661,63F,60%,22mph,Cloudy / Windy,2017-11-18,21,193
7662,62F,65%,18mph,Cloudy,2017-11-18,22,176
7663,63F,65%,15mph,Cloudy,2017-11-18,23,212
7664,64F,63%,23mph,Light Rain / Windy,2017-11-19,0,135
7665,60F,83%,12mph,Light Rain,2017-11-19,1,50
7666,58F,90%,15mph,Cloudy,2017-11-19,2,40
7667,61F,81%,18mph,Cloudy,2017-11-19,3,30
7668,61F,83%,13mph,Light Rain,2017-11-19,4,13
7669,54F,55%,29mph,Partly Cloudy / Windy,2017-11-19,5,8
7670,50F,54%,17mph,Fair,2017-11-19,6,28
7671,49F,52%,23mph,Partly Cloudy / Windy,2017-11-19,7,71
7672,50F,52%,21mph,Partly Cloudy / Windy,2017-11-19,8,172
7673,51F,52%,20mph,Mostly Cloudy,2017-11-19,9,303
7674,51F,50%,20mph,Mostly Cloudy,2017-11-19,10,451
7675,51F,44%,21mph,Mostly Cloudy / Windy,2017-11-19,11,570
7676,51F,43%,16mph,Mostly Cloudy,2017-11-19,12,665
7677,52F,40%,16mph,Mostly Cloudy,2017-11-19,13,558
7678,50F,43%,24mph,Mostly Cloudy / Windy,2017-11-19,14,570
7679,48F,44%,15mph,Cloudy,2017-11-19,15,513
7680,48F,46%,17mph,Cloudy,2017-11-19,16,452
7681,47F,42%,9mph,Cloudy,2017-11-19,17,376
7682,46F,46%,12mph,Mostly Cloudy,2017-11-19,18,264
7683,46F,47%,12mph,Partly Cloudy,2017-11-19,19,186
7684,46F,50%,15mph,Mostly Cloudy,2017-11-19,20,158
7685,45F,49%,14mph,Mostly Cloudy,2017-11-19,21,120
7686,45F,49%,15mph,Mostly Cloudy,2017-11-19,22,87
7687,43F,56%,6mph,Mostly Cloudy,2017-11-19,23,91
7688,43F,56%,10mph,Cloudy,2017-11-20,0,27
7689,43F,53%,6mph,Cloudy,2017-11-20,1,16
7690,43F,45%,10mph,Cloudy,2017-11-20,2,3
7691,42F,43%,14mph,Mostly Cloudy,2017-11-20,3,2
7692,41F,45%,13mph,Partly Cloudy,2017-11-20,4,9
7693,40F,45%,9mph,Partly Cloudy,2017-11-20,5,77
7694,39F,46%,9mph,Fair,2017-11-20,6,268
7695,40F,45%,9mph,Fair,2017-11-20,7,695
7696,42F,41%,13mph,Fair,2017-11-20,8,995
7697,44F,37%,10mph,Fair,2017-11-20,9,426
7698,46F,35%,9mph,Fair,2017-11-20,10,275
7699,48F,36%,13mph,Fair,2017-11-20,11,285
7700,50F,33%,12mph,Fair,2017-11-20,12,366
7701,51F,31%,17mph,Fair,2017-11-20,13,372
7702,52F,30%,18mph,Fair,2017-11-20,14,377
7703,52F,30%,9mph,Fair,2017-11-20,15,507
7704,50F,32%,9mph,Fair,2017-11-20,16,747
7705,48F,36%,8mph,Fair,2017-11-20,17,1109
7706,45F,53%,7mph,Fair,2017-11-20,18,867
7707,45F,48%,10mph,Fair,2017-11-20,19,469
7708,43F,53%,7mph,Fair,2017-11-20,20,307
7709,43F,53%,5mph,Fair,2017-11-20,21,229
7710,43F,56%,5mph,Cloudy,2017-11-20,22,138
7711,42F,60%,5mph,Cloudy,2017-11-20,23,69
7712,42F,62%,7mph,Cloudy,2017-11-21,0,48
7713,41F,67%,7mph,Mostly Cloudy,2017-11-21,1,10
7714,41F,65%,8mph,Mostly Cloudy,2017-11-21,2,5
7715,41F,62%,12mph,Mostly Cloudy,2017-11-21,3,2
7716,40F,68%,8mph,Mostly Cloudy,2017-11-21,4,14
7717,41F,70%,9mph,Partly Cloudy,2017-11-21,5,76
7718,41F,70%,10mph,Partly Cloudy,2017-11-21,6,284
7719,42F,65%,6mph,Partly Cloudy,2017-11-21,7,722
7720,47F,54%,13mph,Mostly Cloudy,2017-11-21,8,1088
7721,50F,48%,15mph,Mostly Cloudy,2017-11-21,9,529
7722,52F,47%,12mph,Cloudy,2017-11-21,10,301
7723,59F,36%,17mph,Cloudy,2017-11-21,11,385
7724,60F,39%,18mph,Cloudy,2017-11-21,12,449
7725,61F,42%,16mph,Cloudy,2017-11-21,13,468
7726,61F,46%,10mph,Cloudy,2017-11-21,14,399
7727,61F,50%,8mph,Mostly Cloudy,2017-11-21,15,586
7728,61F,52%,10mph,Mostly Cloudy,2017-11-21,16,768
7729,60F,51%,13mph,Cloudy,2017-11-21,17,1089
7730,57F,59%,12mph,Cloudy,2017-11-21,18,850
7731,54F,69%,12mph,Mostly Cloudy,2017-11-21,19,521
7732,52F,77%,12mph,Mostly Cloudy,2017-11-21,20,304
7733,54F,72%,8mph,Cloudy,2017-11-21,21,234
7734,53F,74%,8mph,Cloudy,2017-11-21,22,143
7735,53F,74%,9mph,Mostly Cloudy,2017-11-21,23,103
7736,52F,80%,8mph,Cloudy,2017-11-22,0,39
7737,53F,77%,8mph,Cloudy,2017-11-22,1,20
7738,53F,77%,8mph,Mostly Cloudy,2017-11-22,2,7
7739,53F,83%,10mph,Light Rain,2017-11-22,3,5
7740,51F,92%,5mph,Cloudy,2017-11-22,4,8
7741,52F,89%,3mph,Mostly Cloudy,2017-11-22,5,91
7742,51F,92%,3mph,Cloudy,2017-11-22,6,210
7743,56F,55%,9mph,Cloudy,2017-11-22,7,519
7744,57F,49%,10mph,Cloudy,2017-11-22,8,808
7745,58F,44%,16mph,Fair,2017-11-22,9,480
7746,58F,44%,24mph,Partly Cloudy / Windy,2017-11-22,10,327
7747,56F,42%,24mph,Partly Cloudy / Windy,2017-11-22,11,354
7748,55F,43%,16mph,Partly Cloudy,2017-11-22,12,460
7749,53F,41%,25mph,Partly Cloudy / Windy,2017-11-22,13,569
7750,52F,43%,25mph,Fair / Windy,2017-11-22,14,591
7751,50F,43%,17mph,Partly Cloudy,2017-11-22,15,699
7752,48F,46%,17mph,Partly Cloudy,2017-11-22,16,625
7753,45F,48%,12mph,Fair,2017-11-22,17,523
7754,44F,47%,13mph,Partly Cloudy,2017-11-22,18,310
7755,42F,51%,9mph,Fair,2017-11-22,19,215
7756,41F,53%,12mph,Fair,2017-11-22,20,135
7757,40F,55%,9mph,Fair,2017-11-22,21,78
7758,39F,55%,9mph,Partly Cloudy,2017-11-22,22,73
7759,38F,57%,7mph,Fair,2017-11-22,23,62
7760,36F,62%,7mph,Fair,2017-11-23,0,39
7761,36F,62%,7mph,Fair,2017-11-23,1,23
7762,35F,64%,7mph,Fair,2017-11-23,2,20
7763,34F,64%,8mph,Fair,2017-11-23,3,11
7764,32F,69%,7mph,Fair,2017-11-23,4,9
7765,33F,64%,8mph,Fair,2017-11-23,5,11
7766,32F,69%,8mph,Cloudy,2017-11-23,6,25
7767,34F,61%,10mph,Cloudy,2017-11-23,7,81
7768,35F,59%,8mph,Cloudy,2017-11-23,8,143
7769,39F,55%,9mph,Partly Cloudy,2017-11-23,9,182
7770,41F,51%,7mph,Fair,2017-11-23,10,251
7771,42F,45%,9mph,Fair,2017-11-23,11,347
7772,45F,40%,0mph,Fair,2017-11-23,12,311
7773,45F,39%,3mph,Fair,2017-11-23,13,321
7774,46F,39%,0mph,Fair,2017-11-23,14,314
7775,45F,39%,0mph,Fair,2017-11-23,15,339
7776,43F,42%,7mph,Fair,2017-11-23,16,213
7777,42F,43%,5mph,Fair,2017-11-23,17,131
7778,41F,57%,3mph,Fair,2017-11-23,18,100
7779,39F,62%,3mph,Fair,2017-11-23,19,75
7780,38F,62%,3mph,Fair,2017-11-23,20,46
7781,37F,67%,3mph,Fair,2017-11-23,21,30
7782,38F,65%,5mph,Fair,2017-11-23,22,40
7783,37F,70%,0mph,Fair,2017-11-23,23,45
7784,36F,73%,3mph,Fair,2017-11-24,0,28
7785,35F,76%,5mph,Fair,2017-11-24,1,12
7786,34F,82%,5mph,Fair,2017-11-24,2,6
7787,33F,85%,3mph,Fair,2017-11-24,3,2
7788,34F,82%,5mph,Fair,2017-11-24,4,4
7789,32F,88%,6mph,Fair,2017-11-24,5,9
7790,33F,85%,5mph,Fair,2017-11-24,6,56
7791,35F,89%,0mph,Fair,2017-11-24,7,111
7792,38F,83%,0mph,Fair,2017-11-24,8,144
7793,41F,76%,5mph,Fair,2017-11-24,9,214
7794,46F,61%,9mph,Fair,2017-11-24,10,269
7795,49F,54%,10mph,Fair,2017-11-24,11,379
7796,50F,50%,9mph,Fair,2017-11-24,12,442
7797,52F,49%,8mph,Fair,2017-11-24,13,547
7798,53F,47%,9mph,Fair,2017-11-24,14,652
7799,52F,43%,8mph,Fair,2017-11-24,15,611
7800,49F,48%,9mph,Fair,2017-11-24,16,582
7801,47F,63%,6mph,Fair,2017-11-24,17,441
7802,47F,56%,6mph,Fair,2017-11-24,18,238
7803,46F,56%,12mph,Fair,2017-11-24,19,220
7804,43F,68%,8mph,Fair,2017-11-24,20,129
7805,43F,65%,5mph,Fair,2017-11-24,21,115
7806,41F,73%,8mph,Fair,2017-11-24,22,92
7807,41F,76%,3mph,Fair,2017-11-24,23,80
7808,40F,79%,6mph,Fair,2017-11-25,0,36
7809,39F,86%,8mph,Fair,2017-11-25,1,45
7810,40F,83%,5mph,Fair,2017-11-25,2,25
7811,39F,86%,3mph,Fair,2017-11-25,3,5
7812,40F,89%,8mph,Cloudy,2017-11-25,4,4
7813,39F,86%,6mph,Cloudy,2017-11-25,5,10
7814,40F,83%,6mph,Partly Cloudy,2017-11-25,6,21
7815,42F,76%,6mph,Mostly Cloudy,2017-11-25,7,75
7816,45F,65%,7mph,Partly Cloudy,2017-11-25,8,118
7817,48F,56%,7mph,Fair,2017-11-25,9,311
7818,51F,56%,9mph,Partly Cloudy,2017-11-25,10,423
7819,54F,51%,8mph,Mostly Cloudy,2017-11-25,11,601
7820,58F,46%,7mph,Mostly Cloudy,2017-11-25,12,726
7821,58F,47%,5mph,Mostly Cloudy,2017-11-25,13,801
7822,59F,44%,5mph,Cloudy,2017-11-25,14,841
7823,60F,44%,5mph,Cloudy,2017-11-25,15,788
7824,57F,47%,0mph,Mostly Cloudy,2017-11-25,16,690
7825,52F,61%,0mph,Mostly Cloudy,2017-11-25,17,489
7826,51F,66%,3mph,Mostly Cloudy,2017-11-25,18,338
7827,52F,61%,5mph,Fair,2017-11-25,19,273
7828,59F,42%,12mph,Fair,2017-11-25,20,169
7829,56F,49%,7mph,Fair,2017-11-25,21,156
7830,58F,42%,8mph,Mostly Cloudy,2017-11-25,22,128
7831,54F,51%,9mph,Partly Cloudy,2017-11-25,23,104
7832,52F,53%,6mph,Fair,2017-11-26,0,68
7833,52F,53%,0mph,Partly Cloudy,2017-11-26,1,45
7834,49F,56%,0mph,Partly Cloudy,2017-11-26,2,43
7835,48F,58%,3mph,Fair,2017-11-26,3,18
7836,49F,50%,3mph,Partly Cloudy,2017-11-26,4,7
7837,48F,52%,6mph,Partly Cloudy,2017-11-26,5,8
7838,47F,54%,5mph,Cloudy,2017-11-26,6,27
7839,49F,48%,10mph,Partly Cloudy,2017-11-26,7,53
7840,51F,44%,9mph,Mostly Cloudy,2017-11-26,8,120
7841,51F,44%,17mph,Mostly Cloudy,2017-11-26,9,255
7842,53F,43%,12mph,Fair,2017-11-26,10,373
7843,54F,40%,14mph,Mostly Cloudy,2017-11-26,11,452
7844,54F,41%,10mph,Mostly Cloudy,2017-11-26,12,521
7845,54F,37%,13mph,Mostly Cloudy,2017-11-26,13,532
7846,54F,38%,12mph,Partly Cloudy,2017-11-26,14,509
7847,53F,40%,8mph,Fair,2017-11-26,15,518
7848,51F,41%,6mph,Fair,2017-11-26,16,449
7849,50F,43%,5mph,Fair,2017-11-26,17,359
7850,48F,46%,5mph,Fair,2017-11-26,18,272
7851,46F,61%,0mph,Fair,2017-11-26,19,228
7852,47F,46%,8mph,Fair,2017-11-26,20,171
7853,46F,47%,8mph,Fair,2017-11-26,21,108
7854,47F,42%,9mph,Partly Cloudy,2017-11-26,22,66
